,video_id,title,published_at,channel_id,view_count,like_count,comment_count,job,id,valid
113,PPeHWmY4PsI,Günstigstes Elektroauto Europas? Renault ZOE 2021 Elektroauto. Test und Rundgang. komplette Roomtour,2020-11-16T07:39:24Z,UCX1oID0GF9NKfDvB4j0l2-Q,19634.0,193,40,0,0,comment threshold
114,EafgTHAc5H4,Mercedes EQC 400 4x4 Test Beschleunigung 0-100 Reichweite Verbrauch Preis Förderung AMG Abo,2020-11-16T14:18:01Z,UCH0_5UeOyvhmvbxTJg9Jdww,10983.0,80,21,0,0,comment threshold
115,QtfiCl7dpHw,"Robert Stanek von P3 über Entwicklung der Lkw-Elektrifizierung – ""electrive.net LIVE""",2020-11-16T11:00:05Z,UC_vO01sSD25a73DhoaxtZTw,540.0,17,3,0,0,comment threshold
116,Viopia6jsF8,Kia e-Niro 2020 statt 3er BMW - Zwischenfazit nach 4 Monaten Elektroauto,2020-11-16T08:30:01Z,UCuPH6ouleIo8IhmZy65m4pA,6071.0,184,38,0,0,comment threshold
117,waHC2WCFW7Y,Brennstoffzellenantrieb – Hochratenfähige Produktionstechnologien für die industrielle Fertigung,2020-11-16T10:47:44Z,UCRQLBVc3ilqK6lMbddVMuPA,397.0,3,4,0,0,comment threshold
118,u84YP0v_J1A,Elektromobilität im Journalismus. Warum wird noch immer gebasht?,2020-11-17T16:32:21Z,UCqtBzOjVW0aLVZHaRYu7dpQ,10025.0,760,323,0,0,valid
119,oIRqDpwYNGE,BMW Elektromobilität - Interview mit iSpezialistin Katharina,2020-11-17T08:58:35Z,UCOtUvEmmnwbwJ6nUVRa9_-g,742.0,13,1,0,0,comment threshold
120,DCQ2MMKwEKg,Elektromobilität und Photovoltaik - Online-Vortrag vom 8.10.2020,2020-11-17T08:23:41Z,UCipseglak0MxguF0HQfi9gA,307.0,7,1,0,0,comment threshold
121,nlbX6JEw15k,Hyundai Kona Wartung und Reparatur | Getriebeschaden beim Elektroauto nach 20.000 km?,2020-11-17T15:30:04Z,UCDDj2GWklzZ09X7R9OtsX3Q,17448.0,420,73,0,0,valid
122,SBr8xmqZeYk,Jetzt verkaufe ich mein Tesla Model 3 Performance!,2020-11-17T16:30:02Z,UC7gqKyCHYENWESm3mGcJO5A,21253.0,779,87,0,0,valid
123,KvDBpyih3jU,Der Remote Einparkassistent vom neuen Kia Sorento (Modell 2020) - Autohaus am Damm,2020-11-17T12:27:08Z,UCpXVOLZoqH0rF-7nNR96jow,4164.0,29,9,0,0,comment threshold
124,QNWi0zFp9lw,Elektroauto Prämie verlängert | Neue Milliarden für Elektromobilität & mehr...,2020-11-18T08:29:34Z,UCaCaZ-vKtnMG2_FKmEePChQ,8814.0,492,86,0,0,valid
125,JYyaLdYhiok,Die neuen elektrischen Pickups and SUVs von Rivian Tagesthema Elektromobilität Nr.202,2020-11-18T16:00:07Z,UCHuXYLIv70fPKK9c60TwLQw,633.0,11,2,0,0,comment threshold
126,q1VAKPx7f0E,Ladeabbruch beim Audi e-tron - und dann?,2020-11-18T19:11:54Z,UCXzAdSkGFtjrbuucfC-t7gA,3768.0,328,62,0,0,valid
